,settlementDate,settlementPeriod,solar,wind_off,wind_on
2018061915,2018-06-19,15,816,961.305,4594.407
2018061914,2018-06-19,14,570,1367.048,4855.854
2018061913,2018-06-19,13,385,1367.048,4855.854
2018061912,2018-06-19,12,199,1819.111,5259.537
2018061911,2018-06-19,11,111,1819.111,5259.537
2018061910,2018-06-19,10,23,2225.723,5686.8
2018061909,2018-06-19,9,12,2225.723,5686.8
2018061908,2018-06-19,8,0,2560.494,5990.022
2018061907,2018-06-19,7,0,2560.494,5990.022
2018061906,2018-06-19,6,0,2788.31,6201.571
2018061905,2018-06-19,5,0,2788.31,6201.571
2018061904,2018-06-19,4,0,2939.126,6335.148
2018061903,2018-06-19,3,0,2939.126,6335.148
2018061902,2018-06-19,2,0,3497.747,6862.796
2018061901,2018-06-19,1,0,3497.747,6862.796
2018062048,2018-06-20,48,0,1931.179,5538.828
2018062047,2018-06-20,47,0,1931.179,5538.828
2018062046,2018-06-20,46,0,1667.418,5114.813
2018062045,2018-06-20,45,47,1667.418,5114.813
2018062044,2018-06-20,44,93,1876.504,5086.949
2018062043,2018-06-20,43,285,1876.504,5086.949
2018062042,2018-06-20,42,476,2102.632,5200.31
2018062041,2018-06-20,41,801,2102.632,5200.31
2018062040,2018-06-20,40,1125,2427.117,5307.056
2018062039,2018-06-20,39,1503,2427.117,5307.056
2018062038,2018-06-20,38,1880,2682.627,5405.752
2018062037,2018-06-20,37,2291,2682.627,5405.752
2018062036,2018-06-20,36,2701,2818.782,5441.549
2018062035,2018-06-20,35,3055,2818.782,5441.549
2018062034,2018-06-20,34,3408,2911.148,5328.924
2018062033,2018-06-20,33,3663,2911.148,5328.924
2018062032,2018-06-20,32,3918,2959.495,5247.464
2018062031,2018-06-20,31,4131,2959.495,5247.464
2018062030,2018-06-20,30,4343,2941.629,5081.81
2018062029,2018-06-20,29,4449,2941.629,5081.81
2018062028,2018-06-20,28,4554,2940.921,4950.43
2018062027,2018-06-20,27,4543,2940.921,4950.43
2018062026,2018-06-20,26,4531,2928.68,4911.943
2018062025,2018-06-20,25,4434,2928.68,4911.943
2018062024,2018-06-20,24,4337,2951.953,4851.033
2018062023,2018-06-20,23,4071,2951.953,4851.033
2018062022,2018-06-20,22,3804,3015.791,4758.205
2018062021,2018-06-20,21,3406,3015.791,4758.205
2018062020,2018-06-20,20,3008,3095.51,4706.69
2018062019,2018-06-20,19,2572,3095.51,4706.69
2018062018,2018-06-20,18,2135,3146.623,4732.013
2018062017,2018-06-20,17,1735,3146.623,4732.013
2018062016,2018-06-20,16,1335,3204.101,4829.94
2018062015,2018-06-20,15,1020,3204.101,4829.94
2018062014,2018-06-20,14,704,3223.899,4931.818
2018062013,2018-06-20,13,469,3223.899,4931.818
2018062012,2018-06-20,12,234,3203.07,5076.568
2018062011,2018-06-20,11,130,3203.07,5076.568
2018062010,2018-06-20,10,25,3141.804,5118.929
2018062009,2018-06-20,9,13,3141.804,5118.929
2018062008,2018-06-20,8,0,3179.447,5044.027
2018062007,2018-06-20,7,0,3179.447,5044.027
2018062006,2018-06-20,6,0,3245.632,4892.284
2018062005,2018-06-20,5,0,3245.632,4892.284
2018062004,2018-06-20,4,0,3309.104,4779.204
2018062003,2018-06-20,3,0,3309.104,4779.204
2018062002,2018-06-20,2,0,2980.536,4432.176
2018062001,2018-06-20,1,0,2980.536,4432.176
2018062148,2018-06-21,48,0,1875.793,5036.126
2018062147,2018-06-21,47,0,1875.793,5036.126
2018062146,2018-06-21,46,0,1897.583,5164.043
2018062145,2018-06-21,45,58,1897.583,5164.043
2018062144,2018-06-21,44,115,2003.861,5457.823
2018062143,2018-06-21,43,412,2003.861,5457.823
2018062142,2018-06-21,42,708,2104.688,5984.295
2018062141,2018-06-21,41,1242,2104.688,5984.295
2018062140,2018-06-21,40,1776,2256.886,6559.362
2018062139,2018-06-21,39,2410,2256.886,6559.362
2018062138,2018-06-21,38,3044,2457.895,6797.607
2018062137,2018-06-21,37,3732,2457.895,6797.607
2018062136,2018-06-21,36,4420,2691.475,7004.114
2018062135,2018-06-21,35,5092,2691.475,7004.114
2018062134,2018-06-21,34,5764,2977.121,7182.443
2018062133,2018-06-21,33,6341,2977.121,7182.443
2018062132,2018-06-21,32,6917,3183.087,7261.202
2018062131,2018-06-21,31,7334,3183.087,7261.202
2018062130,2018-06-21,30,7751,3387.184,7303.27
2018062129,2018-06-21,29,7965,3387.184,7303.27
2018062128,2018-06-21,28,8178,3494.738,7318.384
2018062127,2018-06-21,27,8129,3494.738,7318.384
2018062126,2018-06-21,26,8079,3602.717,7339.145
2018062125,2018-06-21,25,7815,3602.717,7339.145
2018062124,2018-06-21,24,7551,3793.202,7337.195
2018062123,2018-06-21,23,7138,3793.202,7337.195
2018062122,2018-06-21,22,6724,3975.285,7346.34
2018062121,2018-06-21,21,6153,3975.285,7346.34
2018062120,2018-06-21,20,5582,4193.835,7288.573
2018062119,2018-06-21,19,4923,4193.835,7288.573
2018062118,2018-06-21,18,4263,4343.583,7232.42
2018062117,2018-06-21,17,3572,4343.583,7232.42
2018062116,2018-06-21,16,2880,4424.406,6894.782
2018062115,2018-06-21,15,2209,4424.406,6894.782
2018062114,2018-06-21,14,1538,4433.72,6653.112
2018062113,2018-06-21,13,1016,4433.72,6653.112
2018062112,2018-06-21,12,493,4466.084,6691.381
2018062111,2018-06-21,11,268,4466.084,6691.381
2018062110,2018-06-21,10,42,4386.216,6737.07
2018062109,2018-06-21,9,21,4386.216,6737.07
2018062108,2018-06-21,8,0,4089.204,6688.564
2018062107,2018-06-21,7,0,4089.204,6688.564
2018062106,2018-06-21,6,0,3599.377,6445.466
2018062105,2018-06-21,5,0,3599.377,6445.466
2018062104,2018-06-21,4,0,2658.747,6118.396
2018062103,2018-06-21,3,0,2658.747,6118.396
2018062102,2018-06-21,2,0,2407.88,5963.954
2018062101,2018-06-21,1,0,2407.88,5963.954
2018062248,2018-06-22,48,0,605.474,2882.438
2018062247,2018-06-22,47,0,605.474,2882.438
2018062246,2018-06-22,46,0,648.237,3041.923
2018062245,2018-06-22,45,72,648.237,3041.923
2018062244,2018-06-22,44,144,738.467,3284.835
2018062243,2018-06-22,43,478,738.467,3284.835
2018062242,2018-06-22,42,812,874.924,3656.876
2018062241,2018-06-22,41,1413,874.924,3656.876
2018062240,2018-06-22,40,2014,1047.157,3968.16
2018062239,2018-06-22,39,2726,1047.157,3968.16
2018062238,2018-06-22,38,3437,1188.611,4028.433
2018062237,2018-06-22,37,4184,1188.611,4028.433
2018062236,2018-06-22,36,4931,1410.247,4017.76
2018062235,2018-06-22,35,5636,1410.247,4017.76
2018062234,2018-06-22,34,6340,1641.783,3922.113
2018062233,2018-06-22,33,6913,1641.783,3922.113
2018062232,2018-06-22,32,7485,1772.796,3794.193
2018062231,2018-06-22,31,7871,1772.796,3794.193
2018062230,2018-06-22,30,8257,1843.219,3655.453
2018062229,2018-06-22,29,8442,1843.219,3655.453
2018062228,2018-06-22,28,8627,1902.895,3464.31
2018062227,2018-06-22,27,8581,1902.895,3464.31
2018062226,2018-06-22,26,8535,2036.211,3341.728
2018062225,2018-06-22,25,8263,2036.211,3341.728
2018062224,2018-06-22,24,7990,2217.996,3287.43
2018062223,2018-06-22,23,7536,2217.996,3287.43
2018062222,2018-06-22,22,7082,2374.173,3192.109
2018062221,2018-06-22,21,6463,2374.173,3192.109
2018062220,2018-06-22,20,5844,2613.206,3349.678
2018062219,2018-06-22,19,5115,2613.206,3349.678
2018062218,2018-06-22,18,4385,2846.048,3552.07
2018062217,2018-06-22,17,3641,2846.048,3552.07
2018062216,2018-06-22,16,2896,2975.604,3666.959
2018062215,2018-06-22,15,2219,2975.604,3666.959
2018062214,2018-06-22,14,1541,3010.32,3852.881
2018062213,2018-06-22,13,1022,3010.32,3852.881
2018062212,2018-06-22,12,503,2993.434,4134.254
2018062211,2018-06-22,11,273,2993.434,4134.254
2018062210,2018-06-22,10,43,2929.048,4309.16
2018062209,2018-06-22,9,22,2929.048,4309.16
2018062208,2018-06-22,8,0,2655.633,4453.658
2018062207,2018-06-22,7,0,2655.633,4453.658
2018062206,2018-06-22,6,0,2454.535,4618.082
2018062205,2018-06-22,5,0,2454.535,4618.082
2018062204,2018-06-22,4,0,2263.316,4807.161
2018062203,2018-06-22,3,0,2263.316,4807.161
2018062202,2018-06-22,2,0,1865.434,4842.345
2018062201,2018-06-22,1,0,1865.434,4842.345
2018062348,2018-06-23,48,0,296.724,1338.257
2018062347,2018-06-23,47,0,296.724,1338.257
2018062346,2018-06-23,46,0,396.999,1487.21
2018062345,2018-06-23,45,60,396.999,1487.21
2018062344,2018-06-23,44,119,398.08,1564.872
2018062343,2018-06-23,43,383,398.08,1564.872
2018062342,2018-06-23,42,647,369.243,1763.716
2018062341,2018-06-23,41,1120,369.243,1763.716
2018062340,2018-06-23,40,1592,370.957,2046.604
2018062339,2018-06-23,39,2180,370.957,2046.604
2018062338,2018-06-23,38,2767,400.754,2339.029
2018062337,2018-06-23,37,3427,400.754,2339.029
2018062336,2018-06-23,36,4086,422.932,2584.55
2018062335,2018-06-23,35,4758,422.932,2584.55
2018062334,2018-06-23,34,5430,444.596,2751.094
2018062333,2018-06-23,33,6000,444.596,2751.094
2018062332,2018-06-23,32,6569,493.327,2819.231
2018062331,2018-06-23,31,6979,493.327,2819.231
2018062330,2018-06-23,30,7388,542.768,2838.984
2018062329,2018-06-23,29,7627,542.768,2838.984
2018062328,2018-06-23,28,7866,598.141,2850.002
2018062327,2018-06-23,27,7871,598.141,2850.002
2018062326,2018-06-23,26,7876,624.79,2865.55
2018062325,2018-06-23,25,7669,624.79,2865.55
2018062324,2018-06-23,24,7462,639.759,2914.139
2018062323,2018-06-23,23,7065,639.759,2914.139
2018062322,2018-06-23,22,6668,630.642,2916.175
2018062321,2018-06-23,21,6083,630.642,2916.175
2018062320,2018-06-23,20,5498,602.684,2796.408
2018062319,2018-06-23,19,4808,602.684,2796.408
2018062318,2018-06-23,18,4117,566.732,2631.305
2018062317,2018-06-23,17,3416,566.732,2631.305
2018062316,2018-06-23,16,2715,535.541,2408.296
2018062315,2018-06-23,15,2078,535.541,2408.296
2018062314,2018-06-23,14,1440,483.647,2253.446
2018062313,2018-06-23,13,954,483.647,2253.446
2018062312,2018-06-23,12,468,445.891,2241.887
2018062311,2018-06-23,11,254,445.891,2241.887
2018062310,2018-06-23,10,39,429.624,2212.602
2018062309,2018-06-23,9,20,429.624,2212.602
2018062308,2018-06-23,8,0,437.124,2237.494
2018062307,2018-06-23,7,0,437.124,2237.494
2018062306,2018-06-23,6,0,455.715,2348.313
2018062305,2018-06-23,5,0,455.715,2348.313
2018062304,2018-06-23,4,0,485.052,2457.327
2018062303,2018-06-23,3,0,485.052,2457.327
2018062302,2018-06-23,2,0,582.568,2752.32
2018062301,2018-06-23,1,0,582.568,2752.32
2018062448,2018-06-24,48,0,165.153,875.507
2018062447,2018-06-24,47,0,165.153,875.507
2018062446,2018-06-24,46,0,181.784,878.647
2018062445,2018-06-24,45,73,181.784,878.647
2018062444,2018-06-24,44,145,194.792,877.892
2018062443,2018-06-24,43,477,194.792,877.892
2018062442,2018-06-24,42,808,208.59,941.523
2018062441,2018-06-24,41,1385,208.59,941.523
2018062440,2018-06-24,40,1962,221.484,1058.665
2018062439,2018-06-24,39,2637,221.484,1058.665
2018062438,2018-06-24,38,3311,216.639,1104.502
2018062437,2018-06-24,37,4008,216.639,1104.502
2018062436,2018-06-24,36,4705,209.685,1135.147
2018062435,2018-06-24,35,5373,209.685,1135.147
2018062434,2018-06-24,34,6040,208.024,1172.035
2018062433,2018-06-24,33,6607,208.024,1172.035
2018062432,2018-06-24,32,7174,201.476,1158.655
2018062431,2018-06-24,31,7563,201.476,1158.655
2018062430,2018-06-24,30,7951,195.503,1122.845
2018062429,2018-06-24,29,8130,195.503,1122.845
2018062428,2018-06-24,28,8308,194.856,1079.411
2018062427,2018-06-24,27,8250,194.856,1079.411
2018062426,2018-06-24,26,8192,193.693,991.202
2018062425,2018-06-24,25,7916,193.693,991.202
2018062424,2018-06-24,24,7640,193.324,926.072
2018062423,2018-06-24,23,7196,193.324,926.072
2018062422,2018-06-24,22,6751,189.845,881.326
2018062421,2018-06-24,21,6138,189.845,881.326
2018062420,2018-06-24,20,5524,190.51,859.923
2018062419,2018-06-24,19,4794,190.51,859.923
2018062418,2018-06-24,18,4063,194.713,819.648
2018062417,2018-06-24,17,3334,194.713,819.648
2018062416,2018-06-24,16,2604,191.774,774.914
2018062415,2018-06-24,15,1974,191.774,774.914
2018062414,2018-06-24,14,1343,181.665,813.612
2018062413,2018-06-24,13,887,181.665,813.612
2018062412,2018-06-24,12,430,172.215,904.389
2018062411,2018-06-24,11,233,172.215,904.389
2018062410,2018-06-24,10,36,171.72,973.115
2018062409,2018-06-24,9,18,171.72,973.115
2018062408,2018-06-24,8,0,174.13,1026.08
2018062407,2018-06-24,7,0,174.13,1026.08
2018062406,2018-06-24,6,0,183.57,1102.844
2018062405,2018-06-24,5,0,183.57,1102.844
2018062404,2018-06-24,4,0,199.582,1185.644
2018062403,2018-06-24,3,0,199.582,1185.644
2018062402,2018-06-24,2,0,244.902,1230.164
2018062401,2018-06-24,1,0,244.902,1230.164
2018062548,2018-06-25,48,0,189.284,614.279
2018062547,2018-06-25,47,0,189.284,614.279
2018062546,2018-06-25,46,0,215.718,674.407
2018062545,2018-06-25,45,76,215.718,674.407
2018062544,2018-06-25,44,151,213.138,691.151
2018062543,2018-06-25,43,498,213.138,691.151
2018062542,2018-06-25,42,844,209.457,686.654
2018062541,2018-06-25,41,1463,209.457,686.654
2018062540,2018-06-25,40,2081,211.806,702.826
2018062539,2018-06-25,39,2809,211.806,702.826
2018062538,2018-06-25,38,3537,223.008,725.813
2018062537,2018-06-25,37,4287,223.008,725.813
2018062536,2018-06-25,36,5037,234.716,737.462
2018062535,2018-06-25,35,5736,234.716,737.462
2018062534,2018-06-25,34,6434,244.178,744.016
2018062533,2018-06-25,33,6999,244.178,744.016
2018062532,2018-06-25,32,7564,230.783,741.014
2018062531,2018-06-25,31,7946,230.783,741.014
2018062530,2018-06-25,30,8327,212.135,732.215
2018062529,2018-06-25,29,8509,212.135,732.215
2018062528,2018-06-25,28,8691,184.974,714.839
2018062527,2018-06-25,27,8640,184.974,714.839
2018062526,2018-06-25,26,8589,162.513,692.705
2018062525,2018-06-25,25,8316,162.513,692.705
2018062524,2018-06-25,24,8042,149.52,686.897
2018062523,2018-06-25,23,7587,149.52,686.897
2018062522,2018-06-25,22,7131,139.669,684.86
2018062521,2018-06-25,21,6499,139.669,684.86
2018062520,2018-06-25,20,5866,142.71,697.565
2018062519,2018-06-25,19,5122,142.71,697.565
2018062518,2018-06-25,18,4377,156.959,761.542
2018062517,2018-06-25,17,3624,156.959,761.542
2018062516,2018-06-25,16,2870,177.151,857.091
2018062515,2018-06-25,15,2192,177.151,857.091
2018062514,2018-06-25,14,1513,189.523,896.601
2018062513,2018-06-25,13,1000,189.523,896.601
2018062512,2018-06-25,12,487,197.547,885.896
2018062511,2018-06-25,11,263,197.547,885.896
2018062510,2018-06-25,10,39,205.029,902.182
2018062509,2018-06-25,9,20,205.029,902.182
2018062508,2018-06-25,8,0,193.772,904.788
2018062507,2018-06-25,7,0,193.772,904.788
2018062506,2018-06-25,6,0,187.361,899.132
2018062505,2018-06-25,5,0,187.361,899.132
2018062504,2018-06-25,4,0,179.492,896.06
2018062503,2018-06-25,3,0,179.492,896.06
2018062502,2018-06-25,2,0,161.992,885.357
2018062501,2018-06-25,1,0,161.992,885.357
2018062648,2018-06-26,48,0,691.087,990.193
2018062647,2018-06-26,47,0,691.087,990.193
2018062646,2018-06-26,46,0,734.414,972.129
2018062645,2018-06-26,45,76,734.414,972.129
2018062644,2018-06-26,44,151,695.896,919.858
2018062643,2018-06-26,43,497,695.896,919.858
2018062642,2018-06-26,42,843,653.147,904.142
2018062641,2018-06-26,41,1458,653.147,904.142
2018062640,2018-06-26,40,2072,610.341,886.533
2018062639,2018-06-26,39,2795,610.341,886.533
2018062638,2018-06-26,38,3517,536.892,884.028
2018062637,2018-06-26,37,4266,536.892,884.028
2018062636,2018-06-26,36,5015,473.439,860.358
2018062635,2018-06-26,35,5705,473.439,860.358
2018062634,2018-06-26,34,6395,408.81,821.155
2018062633,2018-06-26,33,6950,408.81,821.155
2018062632,2018-06-26,32,7505,340.421,775.383
2018062631,2018-06-26,31,7888,340.421,775.383
2018062630,2018-06-26,30,8271,272.265,701.687
2018062629,2018-06-26,29,8456,272.265,701.687
2018062628,2018-06-26,28,8640,236.999,625.935
2018062627,2018-06-26,27,8580,236.999,625.935
2018062626,2018-06-26,26,8519,212.553,583.845
2018062625,2018-06-26,25,8220,212.553,583.845
2018062624,2018-06-26,24,7920,198.335,555.149
2018062623,2018-06-26,23,7436,198.335,555.149
2018062622,2018-06-26,22,6952,192.267,534.352
2018062621,2018-06-26,21,6303,192.267,534.352
2018062620,2018-06-26,20,5653,195.171,523.533
2018062619,2018-06-26,19,4904,195.171,523.533
2018062618,2018-06-26,18,4155,202.12,526.204
2018062617,2018-06-26,17,3416,202.12,526.204
2018062616,2018-06-26,16,2677,216.12,528.375
2018062615,2018-06-26,15,2034,216.12,528.375
2018062614,2018-06-26,14,1390,216.748,540.915
2018062613,2018-06-26,13,917,216.748,540.915
2018062612,2018-06-26,12,444,218.671,536.809
2018062611,2018-06-26,11,239,218.671,536.809
2018062610,2018-06-26,10,34,217.53,542.384
2018062609,2018-06-26,9,17,217.53,542.384
2018062608,2018-06-26,8,0,211.089,564.986
2018062607,2018-06-26,7,0,211.089,564.986
2018062606,2018-06-26,6,0,199.275,610.653
2018062605,2018-06-26,5,0,199.275,610.653
2018062604,2018-06-26,4,0,188.421,603.182
2018062603,2018-06-26,3,0,188.421,603.182
2018062602,2018-06-26,2,0,178.092,589.69
2018062601,2018-06-26,1,0,178.092,589.69
2018062748,2018-06-27,48,0,1306.376,1358.021
2018062747,2018-06-27,47,0,1306.376,1358.021
2018062746,2018-06-27,46,0,1353.121,1371.258
2018062745,2018-06-27,45,77,1353.121,1371.258
2018062744,2018-06-27,44,154,1359.893,1377.87
2018062743,2018-06-27,43,507,1359.893,1377.87
2018062742,2018-06-27,42,859,1342.03,1393.688
2018062741,2018-06-27,41,1484,1342.03,1393.688
2018062740,2018-06-27,40,2108,1291.444,1347.566
2018062739,2018-06-27,39,2839,1291.444,1347.566
2018062738,2018-06-27,38,3569,1198.933,1324.994
2018062737,2018-06-27,37,4321,1198.933,1324.994
2018062736,2018-06-27,36,5073,1083.276,1254.88
2018062735,2018-06-27,35,5769,1083.276,1254.88
2018062734,2018-06-27,34,6464,969.848,1204.323
2018062733,2018-06-27,33,7024,969.848,1204.323
2018062732,2018-06-27,32,7584,862.37,1170.603
2018062731,2018-06-27,31,7961,862.37,1170.603
2018062730,2018-06-27,30,8337,777.715,1154.799
2018062729,2018-06-27,29,8512,777.715,1154.799
2018062728,2018-06-27,28,8687,734.377,1164.072
2018062727,2018-06-27,27,8613,734.377,1164.072
2018062726,2018-06-27,26,8538,722.994,1151.877
2018062725,2018-06-27,25,8226,722.994,1151.877
2018062724,2018-06-27,24,7914,708.837,1118.586
2018062723,2018-06-27,23,7404,708.837,1118.586
2018062722,2018-06-27,22,6894,698.593,1044.567
2018062721,2018-06-27,21,6204,698.593,1044.567
2018062720,2018-06-27,20,5513,696.503,1026.292
2018062719,2018-06-27,19,4730,696.503,1026.292
2018062718,2018-06-27,18,3946,696.626,1044.247
2018062717,2018-06-27,17,3191,696.626,1044.247
2018062716,2018-06-27,16,2436,690.486,1076.864
2018062715,2018-06-27,15,1825,690.486,1076.864
2018062714,2018-06-27,14,1214,702.812,1090.771
2018062713,2018-06-27,13,796,702.812,1090.771
2018062712,2018-06-27,12,377,723.556,1089.553
2018062711,2018-06-27,11,201,723.556,1089.553
2018062710,2018-06-27,10,25,767.452,1131.386
2018062709,2018-06-27,9,13,767.452,1131.386
2018062708,2018-06-27,8,0,821.911,1212.049
2018062707,2018-06-27,7,0,821.911,1212.049
2018062706,2018-06-27,6,0,883.188,1333.5
2018062705,2018-06-27,5,0,883.188,1333.5
2018062704,2018-06-27,4,0,961.414,1402.819
2018062703,2018-06-27,3,0,961.414,1402.819
2018062702,2018-06-27,2,0,684.098,1069.605
2018062701,2018-06-27,1,0,684.098,1069.605
2018062848,2018-06-28,48,0,1357.32,1304.801
2018062847,2018-06-28,47,0,1357.32,1304.801
2018062846,2018-06-28,46,0,1400.715,1358.692
2018062845,2018-06-28,45,73,1400.715,1358.692
2018062844,2018-06-28,44,145,1439.432,1384.027
2018062843,2018-06-28,43,473,1439.432,1384.027
2018062842,2018-06-28,42,800,1474.889,1405.088
2018062841,2018-06-28,41,1375,1474.889,1405.088
2018062840,2018-06-28,40,1949,1501.893,1428.495
2018062839,2018-06-28,39,2632,1501.893,1428.495
2018062838,2018-06-28,38,3315,1451.568,1398.631
2018062837,2018-06-28,37,4044,1451.568,1398.631
2018062836,2018-06-28,36,4773,1386.23,1347.582
2018062835,2018-06-28,35,5477,1386.23,1347.582
2018062834,2018-06-28,34,6180,1305.619,1280.63
2018062833,2018-06-28,33,6761,1305.619,1280.63
2018062832,2018-06-28,32,7341,1184.997,1198.629
2018062831,2018-06-28,31,7736,1184.997,1198.629
2018062830,2018-06-28,30,8131,1059.12,1128.374
2018062829,2018-06-28,29,8337,1059.12,1128.374
2018062828,2018-06-28,28,8543,925.824,1069.415
2018062827,2018-06-28,27,8498,925.824,1069.415
2018062826,2018-06-28,26,8453,859.623,1016.567
2018062825,2018-06-28,25,8153,859.623,1016.567
2018062824,2018-06-28,24,7853,819.542,994.348
2018062823,2018-06-28,23,7356,819.542,994.348
2018062822,2018-06-28,22,6858,786.927,971.913
2018062821,2018-06-28,21,6185,786.927,971.913
2018062820,2018-06-28,20,5512,794.871,998.828
2018062819,2018-06-28,19,4742,794.871,998.828
2018062818,2018-06-28,18,3972,800.613,1008.85
2018062817,2018-06-28,17,3230,800.613,1008.85
2018062816,2018-06-28,16,2487,833.265,1048.568
2018062815,2018-06-28,15,1871,833.265,1048.568
2018062814,2018-06-28,14,1255,867.329,1072.112
2018062813,2018-06-28,13,822,867.329,1072.112
2018062812,2018-06-28,12,389,869.873,1060.344
2018062811,2018-06-28,11,208,869.873,1060.344
2018062810,2018-06-28,10,26,889.835,1068.696
2018062809,2018-06-28,9,13,889.835,1068.696
2018062808,2018-06-28,8,0,984.112,1143.265
2018062807,2018-06-28,7,0,984.112,1143.265
2018062806,2018-06-28,6,0,1116.934,1237.044
2018062805,2018-06-28,5,0,1116.934,1237.044
2018062804,2018-06-28,4,0,1280.687,1358.904
2018062803,2018-06-28,3,0,1280.687,1358.904
2018062802,2018-06-28,2,0,1247.573,1362.439
2018062801,2018-06-28,1,0,1247.573,1362.439
2018062948,2018-06-29,48,0,2304.122,2532.275
2018062947,2018-06-29,47,0,2304.122,2532.275
2018062946,2018-06-29,46,0,2483.206,2588.028
2018062945,2018-06-29,45,65,2483.206,2588.028
2018062944,2018-06-29,44,129,2390.833,2412.181
2018062943,2018-06-29,43,445,2390.833,2412.181
2018062942,2018-06-29,42,760,2270.006,2181.951
2018062941,2018-06-29,41,1341,2270.006,2181.951
2018062940,2018-06-29,40,1921,2247.525,2169.425
2018062939,2018-06-29,39,2621,2247.525,2169.425
2018062938,2018-06-29,38,3321,2229.589,2173.29
2018062937,2018-06-29,37,4056,2229.589,2173.29
2018062936,2018-06-29,36,4791,2094.207,2083.036
2018062935,2018-06-29,35,5489,2094.207,2083.036
2018062934,2018-06-29,34,6186,1913.826,1958.424
2018062933,2018-06-29,33,6751,1913.826,1958.424
2018062932,2018-06-29,32,7315,1696.933,1832.579
2018062931,2018-06-29,31,7701,1696.933,1832.579
2018062930,2018-06-29,30,8086,1433.21,1632.091
2018062929,2018-06-29,29,8280,1433.21,1632.091
2018062928,2018-06-29,28,8474,1292.452,1528.006
2018062927,2018-06-29,27,8431,1292.452,1528.006
2018062926,2018-06-29,26,8387,1340.684,1502.201
2018062925,2018-06-29,25,8108,1340.684,1502.201
2018062924,2018-06-29,24,7829,1338.712,1422.313
2018062923,2018-06-29,23,7353,1338.712,1422.313
2018062922,2018-06-29,22,6877,1318.201,1323.351
2018062921,2018-06-29,21,6218,1318.201,1323.351
2018062920,2018-06-29,20,5559,1319.401,1286.147
2018062919,2018-06-29,19,4788,1319.401,1286.147
2018062918,2018-06-29,18,4016,1347.365,1276.267
2018062917,2018-06-29,17,3264,1347.365,1276.267
2018062916,2018-06-29,16,2511,1411.776,1341.01
2018062915,2018-06-29,15,1883,1411.776,1341.01
2018062914,2018-06-29,14,1254,1454.678,1406.617
2018062913,2018-06-29,13,818,1454.678,1406.617
2018062912,2018-06-29,12,381,1450.475,1431.12
2018062911,2018-06-29,11,203,1450.475,1431.12
2018062910,2018-06-29,10,25,1419.872,1436.994
2018062909,2018-06-29,9,13,1419.872,1436.994
2018062908,2018-06-29,8,0,1409.133,1437.604
2018062907,2018-06-29,7,0,1409.133,1437.604
2018062906,2018-06-29,6,0,1420.926,1455.865
2018062905,2018-06-29,5,0,1420.926,1455.865
2018062904,2018-06-29,4,0,1440.502,1473.239
2018062903,2018-06-29,3,0,1440.502,1473.239
2018062902,2018-06-29,2,0,1307.817,1270.68
2018062901,2018-06-29,1,0,1307.817,1270.68
2018063048,2018-06-30,48,0,4012.43,4071.42
2018063047,2018-06-30,47,0,4012.43,4071.42
2018063046,2018-06-30,46,0,3954.729,4160.281
2018063045,2018-06-30,45,75,3954.729,4160.281
2018063044,2018-06-30,44,149,3823.465,3948.75
2018063043,2018-06-30,43,494,3823.465,3948.75
2018063042,2018-06-30,42,838,3725.831,3887.243
2018063041,2018-06-30,41,1447,3725.831,3887.243
2018063040,2018-06-30,40,2056,3478.251,3721.332
2018063039,2018-06-30,39,2768,3478.251,3721.332
2018063038,2018-06-30,38,3480,3200.361,3560.822
2018063037,2018-06-30,37,4220,3200.361,3560.822
2018063036,2018-06-30,36,4960,2879.101,3211.255
2018063035,2018-06-30,35,5655,2879.101,3211.255
2018063034,2018-06-30,34,6349,2576.919,2861.939
2018063033,2018-06-30,33,6910,2576.919,2861.939
2018063032,2018-06-30,32,7471,2451.854,2694.452
2018063031,2018-06-30,31,7846,2451.854,2694.452
2018063030,2018-06-30,30,8220,2325.382,2576.645
2018063029,2018-06-30,29,8402,2325.382,2576.645
2018063028,2018-06-30,28,8583,2157.643,2419.448
2018063027,2018-06-30,27,8510,2157.643,2419.448
2018063026,2018-06-30,26,8436,2004.849,2275.536
2018063025,2018-06-30,25,8099,2004.849,2275.536
2018063024,2018-06-30,24,7762,1881.933,2182.002
2018063023,2018-06-30,23,7207,1881.933,2182.002
2018063022,2018-06-30,22,6652,1768.704,2079.468
2018063021,2018-06-30,21,5896,1768.704,2079.468
2018063020,2018-06-30,20,5140,1542.992,2028.81
2018063019,2018-06-30,19,4317,1542.992,2028.81
2018063018,2018-06-30,18,3494,1425.446,1996.701
2018063017,2018-06-30,17,2779,1425.446,1996.701
2018063016,2018-06-30,16,2063,1389.444,1983.984
2018063015,2018-06-30,15,1529,1389.444,1983.984
2018063014,2018-06-30,14,995,1405.427,2020.041
2018063013,2018-06-30,13,647,1405.427,2020.041
2018063012,2018-06-30,12,299,1351.598,2089.173
2018063011,2018-06-30,11,159,1351.598,2089.173
2018063010,2018-06-30,10,19,1382.644,2150.303
2018063009,2018-06-30,9,10,1382.644,2150.303
2018063008,2018-06-30,8,0,1614.946,2240.875
2018063007,2018-06-30,7,0,1614.946,2240.875
2018063006,2018-06-30,6,0,1884.695,2420.355
2018063005,2018-06-30,5,0,1884.695,2420.355
2018063004,2018-06-30,4,0,2105.917,2620.373
